Site_ID,Site_Name,Lat,Lon,PriMethod,Waterbody,CollectDate,CollectYear,Collection_Data_CollectNum,TempOrigOrNew,Individual_ID,Capture_Data_Reformat_CollectNum,PIT_Prefix,PIT_Code,PIT_Code_RAW,PIT_Type,PIT_Prefix_2,PIT_Code_2,PIT_Code_RAW_2,PIT_Type_2,First_Capture,NewTag,HDX_Date,TotalLength,TotalWeight,Tubercle%,HealthCondition,BreedingCondition,Sex,Vial_ID,GenTest,Disposition,EstimatedAge,BroodStock,PecClip,SpermSampled,EggsSampled,Time1stDetection,TimeLastDetection,Num_PIT_Records,Num_Det,PIT_Series,Comments,ZComments,MissingFirstCapture,SameYearRecap,QualityControl,DatabaseComment
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,13-Apr-17,,BA17-026,O,106,BA17-026,3D6H001,8094417,3D6H0018094417,HDX,,,,,FALSE,FALSE,,508,1229,0,Good,,Female,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,pectoral ray is well healed,recap; originally listed as individual 193,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,13-Apr-17,,PIT17-0413_UB,N,106,PIT17-0413_UB,8000F5801,8094417,8000F58018094417,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,2,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,19-Apr-18,,PIT18-0419_UB,NewPIT18,106,PIT18-0419_UB,8000F5801,8094417,8000F58018094417,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,12,127,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,107,BA16-015,3D6H001,8094427,3D6H0018094427,HDX,,,,,TRUE,TRUE,,518,1375,,Good,Not ripe,Female,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,108,BA16-015,3D6H001,8094450,3D6H0018094450,HDX,,,,,TRUE,TRUE,,533,1165,75,Ok,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,scale bruising,,FALSE,FALSE,TRUE,
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,7-May-16,,JD160507,JD1stcaps2018email,108,JD160507,3D6H001,8094450,3D6H0018094450,HDX,,,,,TRUE,TRUE,,515,1184,,,,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,19-Apr-17,,PIT17-0419_UB,N,108,PIT17-0419_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,5,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,22-Apr-17,,PIT17-0422_UB,N,108,PIT17-0422_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,17,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,23-Apr-17,,PIT17-0423_UB,N,108,PIT17-0423_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,31,112,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,29-Apr-17,,PIT17-0429_UB,N,108,PIT17-0429_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,30-Apr-17,,PIT17-0430_UB,N,108,PIT17-0430_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,11,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,1-May-17,,PIT17-0501_UB,N,108,PIT17-0501_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,57,159,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,3-May-17,,PIT17-0503_UB,N,108,PIT17-0503_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,22,86,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,4-May-17,,PIT17-0504_UB,N,108,PIT17-0504_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,8,56,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,5-May-17,,PIT17-0505_UB,N,108,PIT17-0505_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,25,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,7-May-17,,PIT17-0507_UB,N,108,PIT17-0507_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,2,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,9-May-17,,PIT17-0509_UB,N,108,PIT17-0509_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,13,59,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,10-May-17,,PIT17-0510_UB,N,108,PIT17-0510_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,20,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,11-May-17,,PIT17-0511_UB,N,108,PIT17-0511_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,7,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,12-May-17,,PIT17-0512_UB,N,108,PIT17-0512_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,6,15,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,13-May-17,,PIT17-0513_UB,N,108,PIT17-0513_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,12,30,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,14-May-17,,PIT17-0514_UB,N,108,PIT17-0514_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,33,78,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,15-May-17,,PIT17-0515_UB,N,108,PIT17-0515_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,9,19,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,17-May-17,,PIT17-0517_UB,N,108,PIT17-0517_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,4,6,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,19-May-17,,PIT17-0519_UB,N,108,PIT17-0519_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,4,13,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,20-May-17,,PIT17-0520_UB,N,108,PIT17-0520_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,9,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,21-May-17,,PIT17-0521_UB,N,108,PIT17-0521_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,10,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,22-May-17,,PIT17-0522_UB,N,108,PIT17-0522_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,22,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,23-May-17,,PIT17-0523_UB,N,108,PIT17-0523_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,10,21,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,24-May-17,,PIT17-0524_UB,N,108,PIT17-0524_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,5,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,1-Jun-17,,PIT17-0601_UB,N,108,PIT17-0601_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,4,16,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,3-Jun-17,,PIT17-0603_UB,N,108,PIT17-0603_UB,8000F5801,8094450,8000F58018094450,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,5,,,,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,109,BA16-015,3D6H001,8094428,3D6H0018094428,HDX,,,,,TRUE,TRUE,,481,1035,85,Good,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,16-Apr-17,,PIT17-0416_UB,N,109,PIT17-0416_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,9,17,,,,FALSE,FALSE,FALSE,
47,"Brasstown ""Lower Brasstown PIT"" Payne site",34.99999,-83.92239795,PIT Array,Brasstown Creek,15-Apr-18,,PIT18-0415_LB,NewPIT18,109,PIT18-0415_LB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,4,Lower Brasstown 7/3/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,16-Apr-18,,PIT18-0416_UB,NewPIT18,109,PIT18-0416_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,5,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,22-Apr-18,,PIT18-0422_UB,NewPIT18,109,PIT18-0422_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,26,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,23-Apr-18,,PIT18-0423_UB,NewPIT18,109,PIT18-0423_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,10,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,24-Apr-18,,PIT18-0424_UB,NewPIT18,109,PIT18-0424_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,28-Apr-18,,PIT18-0428_UB,NewPIT18,109,PIT18-0428_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,5,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,29-Apr-18,,PIT18-0429_UB,NewPIT18,109,PIT18-0429_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,6,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,30-Apr-18,,PIT18-0430_UB,NewPIT18,109,PIT18-0430_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,2-May-18,,PIT18-0502_UB,NewPIT18,109,PIT18-0502_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,14,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,3-May-18,,PIT18-0503_UB,NewPIT18,109,PIT18-0503_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,4-May-18,,PIT18-0504_UB,NewPIT18,109,PIT18-0504_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,6,37,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,5-May-18,,PIT18-0505_UB,NewPIT18,109,PIT18-0505_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,7,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,6-May-18,,PIT18-0506_UB,NewPIT18,109,PIT18-0506_UB,8000F5801,8094428,8000F58018094428,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,19,Upper Brasstown 6/7/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,110,BA16-015,3D6H001,8094448,3D6H0018094448,HDX,,,,,TRUE,TRUE,,472,895,90,Good,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
47,"Brasstown ""Lower Brasstown PIT"" Payne site",34.99999,-83.92239795,PIT Array,Brasstown Creek,5-Apr-18,,PIT18-0405_LB,NewPIT18,110,PIT18-0405_LB,8000F5801,8094448,8000F58018094448,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,Lower Brasstown 4/12/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,12-Apr-18,,PIT18-0412_UB,NewPIT18,110,PIT18-0412_UB,8000F5801,8094448,8000F58018094448,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,9,96,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,12-Apr-18,,PIT18-0412_UB,NewPIT18,110,PIT18-0412_UB,8000F5801,8094448,8000F58018094448,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,13,Upper Brasstown 4/12/2018,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,13-Apr-18,,PIT18-0413_UB,NewPIT18,110,PIT18-0413_UB,8000F5801,8094448,8000F58018094448,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,12,Upper Brasstown 5/2/2018,,autoprocessed from raw antenna data using Pivot table and Vlookup,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,111,BA16-015,3D6H001,809442B,3D6H001809442B,HDX,,,,,TRUE,TRUE,,535,1345,,Ok,Not ripe,Female,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,"missing scales, short upper caudal lobe; TL low lobe",,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,17-Apr-17,,PIT17-0417_UB,N,111,PIT17-0417_UB,8000F5801,809442B,8000F5801809442B,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,3,9,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,21-Apr-17,,PIT17-0421_UB,N,111,PIT17-0421_UB,8000F5801,809442B,8000F5801809442B,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,1,1,,,,FALSE,FALSE,FALSE,
47,"Brasstown ""Lower Brasstown PIT"" Payne site",34.99999,-83.92239795,PIT Array,Brasstown Creek,24-Apr-18,,PIT18-0424_LB,NewPIT18,111,PIT18-0424_LB,8000F5801,809442B,8000F5801809442B,HDX,,,,,FALSE,FALSE,,,,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,2,53,Lower Brasstown 7/3/2018,,,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,112,BA16-015,3D6H001,8094431,3D6H0018094431,HDX,,,,,TRUE,TRUE,,537,1475,,Good,Not ripe,Female,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,concave back,,FALSE,FALSE,TRUE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,113,BA16-015,3D6H001,8094435,3D6H0018094435,HDX,,,,,TRUE,TRUE,,459,1055,85,Good,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,22-Apr-16,,BA16-015,O,114,BA16-015,3D6H001,809446C,3D6H001809446C,HDX,,,,,TRUE,TRUE,,529,1225,95,Ok,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,TRUE,FALSE,FALSE,,,,,,missing scales,,FALSE,FALSE,TRUE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,1-Apr-17,,PIT17-0401_UB,N,114,PIT17-0401_UB,8000F5801,809446C,8000F5801809446C,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,5,6,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,3-Apr-17,,PIT17-0403_UB,N,114,PIT17-0403_UB,8000F5801,809446C,8000F5801809446C,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,7,9,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,5-Apr-17,,PIT17-0405_UB,N,114,PIT17-0405_UB,8000F5801,809446C,8000F5801809446C,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,124,401,,,,FALSE,FALSE,FALSE,
37,"Brasstown ""Upper Brasstown PIT"" at Knowles",34.981366,-83.887248,PIT Array,Brasstown Creek,6-Apr-17,,PIT17-0406_UB,N,114,PIT17-0406_UB,8000F5801,809446C,8000F5801809446C,HDX,,,,,FALSE,FALSE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,00-Jan-00,00-Jan-00,32,68,,,,FALSE,FALSE,FALSE,
