Site_ID,Site_Name,Lat,Lon,PriMethod,Waterbody,CollectDate,CollectYear,Collection_Data_CollectNum,TempOrigOrNew,Individual_ID,Capture_Data_Reformat_CollectNum,PIT_Prefix,PIT_Code,PIT_Code_RAW,PIT_Type,PIT_Prefix_2,PIT_Code_2,PIT_Code_RAW_2,PIT_Type_2,First_Capture,NewTag,HDX_Date,TotalLength,TotalWeight,Tubercle%,HealthCondition,BreedingCondition,Sex,Vial_ID,GenTest,Disposition,EstimatedAge,BroodStock,PecClip,SpermSampled,EggsSampled,Time1stDetection,TimeLastDetection,Num_PIT_Records,Num_Det,PIT_Series,Comments,ZComments,MissingFirstCapture,SameYearRecap,QualityControl,DatabaseComment
51,Brasstown Creek at upper Hwy 66 (near Wastewater plant),34.94134,-83.85528,Seining,Brasstown Creek,,2015,JD2015.26,O,1,JD2015.26,3DDF003,BCB5C8A,3DDF003BCB5C8A,FDX-B,,,,,TRUE,TRUE,,451,850,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 51; need date for collection number assignment",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
9,"Brasstown, 730m DS of Corn Creek",34.94734399,-83.85323285,Seining,Brasstown Creek,,2015,JD2015.9,O,2,JD2015.9,3DDF003,BCB5C97,3DDF003BCB5C97,FDX-B,,,,,TRUE,TRUE,,444,800,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"REACH 11, SITE 9; NEED DATE FOR COLL NUM",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
10,"Brasstown, at Crooked Creek",34.9738711,-83.87590399,Seining,Brasstown Creek,,2015,JD2015.11,O,3,JD2015.11,3DDF003,BCB5CB0,3DDF003BCB5CB0,FDX-B,,,,,TRUE,TRUE,,519,800,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 13, site 10; Coordinates may need to be corrected; possible that this site is in Crooked Creek geographically; original coordinates 34.97431667, -83.87620971",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,21-Apr-16,,BA16-014,O,4,BA16-014,3DDF003,BCB5C6D,3DDF003BCB5C6D,FDX-B,,,,,FALSE,FALSE,,447,795,95,Good,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,beautiful; pectoral healed,Found matching record,FALSE,FALSE,TRUE,
11,"Brasstown, 102m DS of Crooked Creek",34.97330806,-83.8765234,Seining,Brasstown Creek,,2015,JD2015.1,O,4,JD2015.1,3DDF003,BCB5C6D,3DDF003BCB5C6D,FDX-B,,,,,TRUE,TRUE,,441,800,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"REACH 13, SITE 11, NEED DATE FOR COLL NUM",Found matching record,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
12,"Brasstown, at confluence with Corn Creek",34.94295888,-83.8549857,Seining,Brasstown Creek,,2015,JD2015.10,O,5,JD2015.10,3DDF003,BCB5C69,3DDF003BCB5C69,FDX-B,,,,,TRUE,TRUE,,438,750,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 12, Coordinates just above Corn Creek confluence; may technically be in Corn Creek but likely in Brasstown Creek based on report the site was mapped from (JGD 2015); original 34.9428983, -83.85480473",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,13-Apr-18,,BA18-021,NN,6,BA18-021,3DDH003,BCB5CA7,3DDH003BCB5CA7,FDX-B,3D6H001,84CB80F,3D6H00184CB80F,HDX,FALSE,TRUE,13-Apr-18,489,1050,80,Ok,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,"New tag on dorsal, caudal peduncle; this fish has 2 tags. Deformed, 1st 5 dorsal rays bent back",Will be in antenna test,FALSE,FALSE,TRUE,
12,"Brasstown, at confluence with Corn Creek",34.94295888,-83.8549857,Seining,Brasstown Creek,,2015,JD2015.14,O,6,JD2015.14,3DD003B,BCB5CA7,3DD003BCB5CA7,FDX-B,,,,,TRUE,FALSE,,435,900,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 51",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
51,Brasstown Creek at upper Hwy 66 (near Wastewater plant),34.94134,-83.85528,Seining,Brasstown Creek,,2014,JD2014.9,O,6,JD2014.9,3DDF003,BCB5CA7,3DDF003BCB5CA7,FDX-B,,,,,FALSE,TRUE,,450,750,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 12, Coordinates just above Corn Creek confluence; may technically be in Corn Creek but likely in Brasstown Creek based on report the site was mapped from (JGD 2015); original 34.9428983, -83.85480473",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,21-Apr-16,,BA16-014,O,7,BA16-014,3DDF003,BCB5C91,3DDF003BCB5C91,FDX-B,,,,,FALSE,FALSE,,482,1085,95,Good,Hard squeeze ripe,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,strong; P1 healed,Found matching record,FALSE,FALSE,TRUE,
12,"Brasstown, at confluence with Corn Creek",34.94295888,-83.8549857,Seining,Brasstown Creek,,2015,JD2015.8,O,7,JD2015.8,3DDF003,BCB5C91,3DDF003BCB5C91,FDX-B,,,,,TRUE,TRUE,,480,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 12, Coordinates just above Corn Creek confluence; may technically be in Corn Creek but likely in Brasstown Creek based on report the site was mapped from (JGD 2015); original 34.9428983, -83.85480473",Found matching record,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
13,"Brasstown, unnamed branch 2300m US of mainstem",34.88854904,-83.85281371,Seining,Brasstown Creek,,2015,JD2015.7,O,8,JD2015.7,3DDF003,BCB5CAD,3DDF003BCB5CAD,FDX-B,,,,,TRUE,TRUE,,503,900,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"REACH 14, SITE 13, need date for coll number",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
14,"Brasstown, 154m DS of Keys Branch",34.95564616,-83.85349079,Seining,Brasstown Creek,,2015,JD2015.6,O,9,JD2015.6,3DDF003,BCB5C86,3DDF003BCB5C86,FDX-B,,,,,TRUE,TRUE,,401,600,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 15, site 14, need date for coll number",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
14,"Brasstown, 154m DS of Keys Branch",34.95564616,-83.85349079,Seining,Brasstown Creek,,2015,JD2015.5,O,10,JD2015.5,3DDF003,BCB5C92,3DDF003BCB5C92,FDX-B,,,,,TRUE,TRUE,,502,1150,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 15, site 14, need date for coll number",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
14,"Brasstown, 154m DS of Keys Branch",34.95564616,-83.85349079,Seining,Brasstown Creek,,2015,JD2015.4,O,11,JD2015.4,3DDF003,BCB5C8E,3DDF003BCB5C8E,FDX-B,,,,,TRUE,TRUE,,457,750,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 15, site 14, need date for coll number",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.2,O,12,JD2015.2,3DDF003,BCB5C78,3DDF003BCB5C78,FDX-B,,,,,TRUE,TRUE,,495,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.13,O,14,JD2015.13,3DDF003,BCB5C77,3DDF003BCB5C77,FDX-B,,,,,TRUE,TRUE,,503,1000,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.15,O,15,JD2015.15,3DDF003,BCB5CBB,3DDF003BCB5CBB,FDX-B,,,,,TRUE,TRUE,,467,750,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.16,O,16,JD2015.16,3DDF003,BCB5CC5,3DDF003BCB5CC5,FDX-B,,,,,TRUE,TRUE,,435,700,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.17,O,17,JD2015.17,3DDF003,BCB5CA5,3DDF003BCB5CA5,FDX-B,,,,,TRUE,TRUE,,506,1100,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.18,O,18,JD2015.18,3DDF003,BCB5CAB,3DDF003BCB5CAB,FDX-B,,,,,TRUE,TRUE,,485,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.19,O,19,JD2015.19,3DDF003,BCB5C98,3DDF003BCB5C98,FDX-B,,,,,TRUE,TRUE,,474,800,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.20,O,20,JD2015.20,3DDF003,BCB5C75,3DDF003BCB5C75,FDX-B,,,,,TRUE,TRUE,,429,700,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,,2015,JD2015.21,O,21,JD2015.21,3DDF003,BCB5C6A,3DDF003BCB5C6A,FDX-B,,,,,TRUE,TRUE,,568,1200,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 15",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
16,"Brasstown, 650m US of Misty Creek Lane",34.98029727,-83.88822391,Seining,Brasstown Creek,,2015,JD2015.22,O,22,JD2015.22,3DDF003,BCB5C6E,3DDF003BCB5C6E,FDX-B,,,,,TRUE,TRUE,,533,1300,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 16, site 16",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
51,Brasstown Creek at upper Hwy 66 (near Wastewater plant),34.94134,-83.85528,Seining,Brasstown Creek,,2015,JD2015.23,O,23,JD2015.23,3DDF003,BCB5C9E,3DDF003BCB5C9E,FDX-B,,,,,TRUE,TRUE,,521,1000,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 51",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
51,Brasstown Creek at upper Hwy 66 (near Wastewater plant),34.94134,-83.85528,Seining,Brasstown Creek,,2015,JD2015.24,O,24,JD2015.24,3DDF003,BCB5C71,3DDF003BCB5C71,FDX-B,,,,,TRUE,TRUE,,492,850,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 51",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
51,Brasstown Creek at upper Hwy 66 (near Wastewater plant),34.94134,-83.85528,Seining,Brasstown Creek,,2015,JD2015.25,O,25,JD2015.25,3DDF003,BCB5CB3,3DDF003BCB5CB3,FDX-B,,,,,TRUE,TRUE,,547,1300,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 51",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
12,"Brasstown, at confluence with Corn Creek",34.94295888,-83.8549857,Seining,Brasstown Creek,,2015,JD2015.28,O,26,JD2015.28,3DDF003,BCB5C70,3DDF003BCB5C70,FDX-B,,,,,TRUE,TRUE,,596,1550,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 12. Coordinates may need to be corrected; they are in Corn Creek, but report refers only to Brasstown Creek in table header",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
12,"Brasstown, at confluence with Corn Creek",34.94295888,-83.8549857,Seining,Brasstown Creek,,2015,JD2015.27,O,27,JD2015.27,3DDF003,BCB5CA3,3DDF003BCB5CA3,FDX-B,,,,,TRUE,TRUE,,546,1150,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 12. Coordinates may need to be corrected; they are in Corn Creek, but report refers only to Brasstown Creek in table header",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
17,Crooked Creek at Marshall Rd.,34.9802474,-83.85417062,Seining,Crooked Creek,,2015,JD2015.12,O,28,JD2015.12,3DDF003,BCB5CB1,3DDF003BCB5CB1,FDX-B,,,,,TRUE,TRUE,,486,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 17, site 17. Coordinates fall near Crooked Creek, but possibly an error and should be Brasstown Creek",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
18,"Brasstown, 1050m DS of Emerson Branch",34.97040069,-83.86887622,Seining,Brasstown Creek,,2014,JD2014.3,O,29,JD2014.3,3DD003B,BCB5C7C,3DD003BCB5C7C,FDX-B,,,,,TRUE,TRUE,,480,1050,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 18",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
19,"Brasstown, 1350m DS Emerson Branch",34.97140235,-83.87102513,Seining,Brasstown Creek,,2014,JD2014.4,O,30,JD2014.4,3DD003B,BCB5C9A,3DD003BCB5C9A,FDX-B,,,,,TRUE,TRUE,,510,1600,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 19",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,12-Apr-17,,BA17-022,O,31,BA17-022,3DDF003,BCB5C7E,3DDF003BCB5C7E,FDX-B,,,,,FALSE,FALSE,,489,1157,90,Good,Soft squeeze ripe,Male,20197,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,"Same as individual 13, previously 171",FALSE,FALSE,TRUE,
20,"Brasstown, 107m DS of Byers Creek",34.94044122,-83.85630638,Seining,Brasstown Creek,,2014,JD2014.5,O,31,JD2014.5,3DD003B,BCB5C7E,3DD003BCB5C7E,FDX-B,,,,,TRUE,TRUE,,470,1000,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 20",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
20,"Brasstown, 107m DS of Byers Creek",34.94044122,-83.85630638,Seining,Brasstown Creek,,2014,JD2014.6,O,32,JD2014.6,3DD003B,BCB5C9C,3DD003BCB5C9C,FDX-B,,,,,TRUE,TRUE,,480,1150,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 20",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
20,"Brasstown, 107m DS of Byers Creek",34.94044122,-83.85630638,Seining,Brasstown Creek,,2014,JD2014.14,O,33,JD2014.14,3DD003B,BCB5C96,3DD003BCB5C96,FDX-B,,,,,TRUE,TRUE,,500,1500,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 20",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
14,"Brasstown, 154m DS of Keys Branch",34.95564616,-83.85349079,Seining,Brasstown Creek,,2015,JD2015.3,O,34,JD2015.3,3DD003B,BCB5C99,3DD003BCB5C99,FDX-B,,,,,TRUE,TRUE,,550,1600,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 20",,FALSE,FALSE,TRUE,Previously collection # JGD15-UNKNOWN
20,"Brasstown, 107m DS of Byers Creek",34.94044122,-83.85630638,Seining,Brasstown Creek,,2014,JD2014.7,O,34,JD2014.7,3DDF003,BCB5C99,3DDF003BCB5C99,FDX-B,,,,,FALSE,FALSE,,565,1450,,,,Female,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"REACH 15, SITE 14",Previously individual 12 due to a typo.,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
20,"Brasstown, 107m DS of Byers Creek",34.94044122,-83.85630638,Seining,Brasstown Creek,,2014,JD2014.1,O,35,JD2014.1,3DD003B,BCB5CBD,3DD003BCB5CBD,FDX-B,,,,,TRUE,TRUE,,520,1450,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 20",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,11-Apr-17,,BA17-019,O,36,BA17-019,3DDF003,BCB5C90,3DDF003BCB5C90,HDX,,,,,FALSE,FALSE,,523,1941,95,Good,Soft squeeze ripe,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,"Same as individual 36, previously 160",FALSE,FALSE,TRUE,
20,"Brasstown, 107m DS of Byers Creek",34.94044122,-83.85630638,Seining,Brasstown Creek,,2014,JD2014.24,O,36,JD2014.24,3DD003B,BCB5C90,3DD003BCB5C90,HDX,,,,,TRUE,TRUE,,520,1450,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 20",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
23,"Corn Creek, 570m US Brasstown",34.94105377,-83.85038718,Seining,Corn Creek,,2014,JD2014.8,O,36,JD2014.8,3DD003B,BCB5C90,3DD003BCB5C90,HDX,,,,,TRUE,TRUE,,,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"REACH 19, SITE 23; Coordinates closest to Corn Creek, but report implies all samples taken in Brasstown Creek - possible error? Original coordinates 34.94152377, -83.85042039",Same as Individual 36; changed to that but previously 42,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,20-Apr-16,,BA16-005,O,38,BA16-005,3DDF003,BCB5C82,3DDF003BCB5C82,FDX-B,,,,,FALSE,FALSE,,527,1015,70,Ok,Running ripe,Male,6,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,missing scales - spawning injuries*,Missing first capture record,FALSE,FALSE,TRUE,
7,"Brasstown, 615m DS of Corn Creek",34.94659866,-83.85292386,Seining,Brasstown Creek,,2014,JD2014.10,O,38,JD2014.10,3DD003B,BCB5C82,3DD003BCB5C82,FDX-B,,,,,TRUE,TRUE,,509,1350,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 7",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
22,"Brasstown, 1025m DS of Corn Creek",34.94880882,-83.85134187,Seining,Brasstown Creek,,2014,JD2014.11,O,39,JD2014.11,3DD003B,BCB5C84,3DD003BCB5C84,FDX-B,,,,,TRUE,TRUE,,431,800,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 22",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
33,"Brasstown, 270m US of Keys Branch",34.95298696,-83.8521639,Seining,Brasstown Creek,,2014,JD2014.12,O,40,JD2014.12,3DD003B,BCB5C80,3DD003BCB5C80,FDX-B,,,,,FALSE,FALSE,,495,,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 21, site 33",likely a recap of BCB5C80 since this is in a different reach and length,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
22,"Brasstown, 1025m DS of Corn Creek",34.94880882,-83.85134187,Seining,Brasstown Creek,,2014,JD2014.2,O,40,JD2014.2,3DD003B,BCB5C80,3DD003BCB5C80,FDX-B,,,,,TRUE,TRUE,,428,800,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 22",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
23,"Corn Creek, 570m US Brasstown",34.94105377,-83.85038718,Seining,Corn Creek,,2014,JD2014.16,O-CHANGEINEXPORT,41,JD2014.16,3DD003B,BCB5CB2,3DD003BCB5CB2,FDX-B,,,,,TRUE,TRUE,,475,1050,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 19, site 23",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
24,Brasstown at Keys Branch,34.95452377,-83.85217902,Seining,Brasstown Creek,,2014,JD2014.23,O,43,JD2014.23,3DD003B,BCB5C83,3DD003BCB5C83,FDX-B,,,,,TRUE,TRUE,,508,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 20, site 24",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
51,Brasstown Creek at upper Hwy 66 (near Wastewater plant),34.94134,-83.85528,Seining,Brasstown Creek,,2014,JD2014.22,O,44,JD2014.22,3DD003B,BCB5CA1,3DD003BCB5CA1,FDX-B,,,,,TRUE,TRUE,,251,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 12, site 51",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
7,"Brasstown, 615m DS of Corn Creek",34.94659866,-83.85292386,Seining,Brasstown Creek,,2014,JD2014.21,O,45,JD2014.21,3DD003B,BCB5C85,3DD003BCB5C85,FDX-B,,,,,TRUE,TRUE,,406,850,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 11, site 7",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
26,"Brasstown, 1022m DS of Keys Branch",34.95540102,-83.86075307,Seining,Brasstown Creek,,2014,JD2014.20,O,46,JD2014.20,3DD003B,BCB5C87,3DD003BCB5C87,FDX-B,,,,,TRUE,TRUE,,545,1450,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 15, site 26",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
27,"Brasstown, 780m DS Emerson BRanch",34.96946296,-83.86669495,Seining,Brasstown Creek,,2014,JD2014.25,O,47,JD2014.25,3DD003B,BCB5CC0,3DD003BCB5CC0,FDX-B,,,,,TRUE,TRUE,,457,950,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 27",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
18,"Brasstown, 1050m DS of Emerson Branch",34.97040069,-83.86887622,Seining,Brasstown Creek,,2014,JD2014.19,O,48,JD2014.19,3DD003B,BCB5C89,3DD003BCB5C89,FDX-B,,,,,TRUE,TRUE,,457,750,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 18",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
18,"Brasstown, 1050m DS of Emerson Branch",34.97040069,-83.86887622,Seining,Brasstown Creek,,2014,JD2014.18,O,49,JD2014.18,3DD003B,BCB5C7A,3DD003BCB5C7A,FDX-B,,,,,TRUE,TRUE,,498,1150,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 18",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,21-Apr-16,,BA16-014,O,50,BA16-014,3DDF003,BCB5CA0,3DDF003BCB5CA0,FDX-B,,,,,FALSE,FALSE,,442,915,80,Good,Hard squeeze ripe,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,TRUE,
18,"Brasstown, 1050m DS of Emerson Branch",34.97040069,-83.86887622,Seining,Brasstown Creek,,2014,JD2014.17,O,50,JD2014.17,3DD003B,BCB5CA0,3DD003BCB5CA0,FDX-B,,,,,TRUE,TRUE,,419,700,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 18",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
18,"Brasstown, 1050m DS of Emerson Branch",34.97040069,-83.86887622,Seining,Brasstown Creek,,2014,JD2014.13,O,51,JD2014.13,3DD003B,BCB5C95,3DD003BCB5C95,FDX-B,,,,,TRUE,TRUE,,525,1150,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 18",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
18,"Brasstown, 1050m DS of Emerson Branch",34.97040069,-83.86887622,Seining,Brasstown Creek,,2014,JD2014.15,O,52,JD2014.15,3DD003B,BCB5CA4,3DD003BCB5CA4,FDX-B,,,,,TRUE,TRUE,,521,1200,,,,Male,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,"reach 18, site 18",,FALSE,FALSE,TRUE,Previously collection # JGD14-UNKNOWN
50,Brasstown Creek DS of Fyke Site,34.979417,-83.886972,Seining,Brasstown Creek,8-Apr-16,,JD160408,JD1stcaps2018email,54,JD160408,3D6H001,809445F,3D6H001809445F,HDX,,,,,TRUE,TRUE,,510,1500,,,,Male,,FALSE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,,,FALSE,FALSE,FALSE,
35,"Brasstown ""Upper Brasstown Fyke"" at Knowles",34.98093,-83.88773,Trapping (Weir or Fyke),Brasstown Creek,19-Apr-16,,BA16-002,O,54,BA16-002,3D6H001,809445F,3D6H001809445F,HDX,,,,,FALSE,FALSE,,504,845,80,Good,Hard squeeze ripe,Male,3,TRUE,Released,,FALSE,FALSE,FALSE,FALSE,,,,,,caudal clip taken; pectoral clip already done; recaptured Fyke Net 6pm,,FALSE,FALSE,TRUE,
